indice|nombre|link
745|Tapacanto_Pvc_Grafito_21mm_X_Metro|https://www.masisa.com/complementarios/tapacantos
746|Tapacanto_Pvc_Peral_21mm_X_Metro|https://bauplan.cl/producto/tapacanto-pvc-peral-21-mm-x-04-mm/
747|Tapagotera_Tarro_Grande_Seal|https://listado.mercadolibre.cl/tapa-goteras
748|Tapagotera_Tarro_Pequeño_Seal|https://www.construmart.cl/tapagoteras-black-seal-1-300-ml/p
749|Tapon_Bronce_1_2_SO|https://c31-dev.web-pre.com/shop/gasfiteria/fitting-bronce/tapagorro-so-he-1-2-bronce/
750|Tapon_Valco_20mm|https://aguila.cl/tapon-macho-hembra-valco-20mm-120150.html
751|Tapon_Bronce_HE_3_8|https://sodimac.falabella.com/sodimac-cl/product/110248891/Tapa-Tornillo-Bronce-HE-3-8-1u/110248895
752|Tapon_He_Ppr_25|https://www.baumak.cl/MLC-1007627034-tapon-ppr-he-25-mm-_JM
753|Tapon_Bronce_HE_3_4|https://www.nibsa.com/tapon-bronce-he-agua-macho-34/p
754|Tapagorro_Bronce_HI_3_4|https://sodimac.falabella.com/sodimac-cl/product/110236057/Tapa-Gorro-Bronce-HI-3-4-1u/110236071
755|Tapon_Valco_25mm|https://www.inergasonline.cl/tapon-electrofusion-25-mm
756|Tapon_para_oidos|https://www.ortopediasuiza.cl/tapon-oido-flower-espuma-pvc-4-unid
757|Tar__Clavo_8.0x80|https://ferrecor.cl/shop/page/108/
758|Tarugo_Clavo_60x35_Unidad|https://sodimac.falabella.com/sodimac-cl/product/110287732/Tarugo-clavo-M6-35-mm-50-unidades/110287743
759|Tarugo_Clavo_8x60_Unidad|https://www.easy.cl/tarugo-clavo-8x60-mm-50-unidades-imporper-215837/p
760|Tarugo_Madera_100cm_#10|x
761|Tarugo_Madera_60cm_#10|x
762|Baniz_Ladrillo_1l_Amanecer|https://cornershopapp.com/es-cl/products/2uwuw-amanecer-barniz-alerce-1-l
763|Tarugo_Madera_60cm_#12|x
764|Tarugo_Madera_60cm_#6|x
765|Tarugo_Madera_60cm_#8|x
766|Tarugo_Madera_#12|x
767|Tarugo_Madera_#8|x
768|Tarugo_Madera_#5|x
769|Picaporte_Dorado_#80|x
770|Tarugo_Cola_Chancho|https://bauplan.cl/producto/tarugo-cola-de-chancho-volcanita/
771|Barniz_1_16_Colores|https://ferreteriaemanuel.cl/tienda/pinturas-y-derivados/barnices-y-protectores/barniz-alerce-1-16-galon-quimica-universal/
772|Tarugo_Madera_#10|x
773|Tee_Bronce_3_8_So|https://www.inergasonline.cl/tee-bronce-38
774|Tee_Blanca_40mm|https://www.construplaza.cl/ferreteria/gasfiteria/tee/p-v-c-tee-sanit-bco-de-40-x-40-mm.html
775|Abrazadera_Omega_De_Cobre_3_4|https://www.grifesa.cl/producto/abrazaderas-cobre-caneria-tipo-omega/
776|Barniz_Amanecer_1L_Cereza|https://pinturasamanecer.cl/index.php/producto/barniz-marino/
777|Tee_Blanco_110|https://www.construplaza.cl/ferreteria/gasfiteria/c-tee-sanit-bco-de-110-x-110-mm.html
778|Tee_Bronce_HI_1_2|https://sodimac.falabella.com/sodimac-cl/product/110267523/Tee-Bronce-HI-HI-HI-1-2-1u/110267550
779|Tee_Hidraulico_32mm_X_25mm|https://www.hidrocentro.cl/laserena/producto/tee-red-sold-32mm-x-25mm/
780|Tee_PPR_20x25x20|https://www.inergasonline.cl/tee-ppr-reduccion-20x25x20-mm
781|Tee_PPR_25x20x25|https://www.inergasonline.cl/tee-ppr-reduccion-25x20x25-mm
782|Tee_PPR_HE_25m_X_3_4|https://www.hidrocentro.cl/collin/producto/tee-ppr-he-25-x-3-4-ls/
783|Tee_PPR_HI_25m_X_3_4|https://www.hidrocentro.cl/prat/producto/tee-ppr-hi-25-x-3-4-ls/
784|Tee_Planza_1_2|https://www.ferresur.cl/tee-12-plansa?similar_product=true
785|Barniz_Amanecer_1L_Maple|https://pinturasamanecer.cl/index.php/producto/barniz-marino/
786|Tee_Planza_3_4|https://www.hidrocentro.cl/paicavi/producto/tee-planza-3-4-hoffens/
787|Tee_Sanitario_110|https://www.construmart.cl/tee-pvc-sanitario-gris-110-x-110mm/p
788|Tee_Sanitario_110x40|https://www.hidrogest.cl/MLC-910345158-tee-reduccion-pvc-sanitario-110x40-mm-fitting-pvc-sanitario-_JM
789|Tee_Sanitario_110x50|https://www.ferresur.cl/tee-sanitario-pvc-gris-100x50mm?similar_product=true
790|Tee_Sanitario_110x75|https://sodimac.falabella.com/sodimac-cl/product/110262139/Tee-Reduccion-PVC-S-Cementar-110mm-x-75mm-Gris-1u/110262172
791|Barniz_Amanecer_1L_Ladrillo|https://cornershopapp.com/es-cl/products/2uwuw-amanecer-barniz-alerce-1-l
792|Tee_Sanitario_40|https://barracadefierrosimon.cl/producto/tee-sanitario-40-x-40-mm/
793|Tee_Sanitario_50|https://www.construmart.cl/tee-pvc-sanitario-gris-50-x-40mm/p
794|Tee_Sanitario_50x40|https://www.inergasonline.cl/tee-pvc-sanitario-gris-50x40-mm
795|Tee_Sanitario_75|https://homereal.cl/tee-pvc-sanitario-75-x-75-mm-c-c.html
796|Tee_Sanitario_75x40|https://www.ferresur.cl/tee-pvc-sanitario-gris-75x40mm
797|Tee_Sanitario_75x50|https://cornershopapp.com/es-cl/products/1becd-tigre-tee-75x50-mm-sanitario-1-tee
798|Tee_Union_Gas_Manguera|https://cornershopapp.com/es-cl/products/2eqa1-smarca-tee-gas-bronce-manguera-unidad
799|Barniz_Amanecer_1L_Nogal|https://cornershopapp.com/es-cl/products/2uwv4-amanecer-barniz-natural-1l
800|Tee_Valco_20mm|https://www.inergasonline.cl/tee-valco-20-mm
801|Tee_Valco_25mm|https://www.inergasonline.cl/tee-valco-25-mm
802|Tee_De_Registro_Sanitario_110mm|https://sodimac.falabella.com/sodimac-cl/product/110220121/Tee-Registro-PVC-S-Cementar-110mm-Gris-1u/110220129
803|Teflon_Liquido_Para_Roscas_Metalicas.|http://tress.cl/tienda/corsovalv/teflon-liquido-para-roscas-metalicas-50ml/
804|Tenaza_Valco_De_20|http://www.comerza.cl/valco-2/
805|Terminal_De_19_Negro_Y_Satin|https://metalhsa.cl/producto/pack-2-terminales-conico/
806|Terminal_De_Tubo_#12|x
807|Terminal_De_Tubo_#16|x
808|Terminal_Bronce_HE_3_4|https://www.toso.cl/gasfiteria/ca-eria-y-fittings/fitting-de-cobre-y-bronce/terminal-br-so-he-3-4.html
809|Terminal_Bronce_HE_3_8|https://sodimac.falabella.com/sodimac-cl/product/110260779/Terminal-Bronce-SO-HE-3-8-x-1-2-1u/110260854
810|Niple_Bronce_HE_3_8_-_HE_1_2|https://sodimac.falabella.com/sodimac-cl/product/110227713/Niple-Bronce-HE-HE-3-8-x-1-2-1u/110227726
811|Terminal_Valco_20mm_HE|https://www.inergasonline.cl/terminal-valco-20-mm-x-12-he
812|Niple_Bronce_HE_3_4_-_HE_1_2|https://sodimac.falabella.com/sodimac-cl/product/110225795/Niple-Bronce-HE-HE-1-2-x-3-4-1u/110225797
813|Terminal_PPR_25x3_4_HI|https://puntomaestro.cl/terminal-hi-25x3-4-ppr-koalition.html
814|Terminal_Bronce_HI_3_4|https://sodimac.falabella.com/sodimac-cl/product/110258022/Terminal-Bronce-SO-HI-3-4-1u/110258023
815|Abrazadera_Omega_De_Cobre_3_8|https://ferreterialegacy.cl/herramienta-de-seguridad/abrazadera-omega-cobre-3-8-taumm/
816|Terminal_Bronce_SO_1_2_-_HI_3_4|https://www.nibsa.com/terminal-bronce-so-hi-12-34/p
817|Terminal_Bronce_HI_3_4_-_HE_1_2|https://www.nibsa.com/bushing_bronce_he-hi_agua_3_4_x-1_2_/p
818|Terminal_Bronce_SO_1_2_-_HI_3_8|https://www.nibsa.com/terminal-bronce-so-hi-12-38/p
819|Terminal_Bronce_HI-HE_3_4|https://www.nibsa.com/bushing_bronce_he-hi_agua_3_4_x-1_2_/p
820|Terminal_PPR_20mm_HE_Plastico|https://www.homevan.cl/products/terminal-ppr-hi-20-mm
821|Terminal_Bronce_SO_3_8_-_HE_1_2|https://sodimac.falabella.com/sodimac-cl/product/110260779/Terminal-Bronce-SO-HE-3-8-x-1-2-1u/110260854
822|Terminal_Bronce_SO_1_2_-_HE_3_8|https://www.mimbral.cl/terminal-bronce-so-he-3-8-x-1-2.html
823|Terminal_Bronce_SO_3_8_-_HI_1_2|https://www.nibsa.com/terminal-bronce-so-hi-12-38/p
824|Terminal_Valco_3_4x1_2|https://ferreteriavca.cl/shop/product/2b03143-terminal-bronce-so-hi-3-4-x-1-2-1453
825|Terminal_Bronce_HI-HE_1_2|https://www.dipromat.cl/online/griferias/630-niple-bronce-hi-he-1-2-taumm.html
826|Terminal_Bronce_HI_3_8|https://puntomaestro.cl/terminal-soldar-hi-3-8-quot-x-1-2-quot-fitting-bronce.html
827|Tijera_Costurera_9_YTS|https://tienda.hastor.cl/main/producto_filtrado/YTS209
828|Tirador_Bala_Niquel_25mm|http://www.madimar.cl/tirador-balin-niquel-25mm-importado
829|Tirador_Bala_Niquel_19mm|https://rey.cl/producto/tirador-1109/
830|Tirador_Barcelona_128mm|https://dvp.cl/producto/accesorios-para-mueble/tiradores-y-perillas-metalicos/tiradores-metalicos/tirador-barcelona-128-mm-niquel-caja-50-un-con-tornillo-2/
831|Tirador_England_96mm|https://www.ferrelucastore.cl/product/tirador-acero-inoxidable-96mm-tipo-england
832|Tirador_Florencia_96mm|https://www.masisa.com/producto/tirador-florenciaiquel-96mm-201357
833|Tirador_Grecia_96mm|https://dvp.cl/producto/accesorios-para-mueble/tiradores-y-perillas-plasticos/tiradores-plasticos/tirador-grecia-96mm-blanco-caja-40un/
834|Tirador_Madrid_Inox_128mm|https://articulo.mercadolibre.cl/MLC-540595582-tirador-inoxidable-madrid-128x12mm-10-unidades-_JM
835|Tirador_Madrid_Niquel_128mm|https://dvp.cl/producto/accesorios-para-mueble/tiradores-y-perillas-metalicos/tiradores-metalicos/tirador-madrid-metalico-128x12-niquel-caja-20u-con-tornillo-2/
836|Tirador_Madrid_Niquel_96mm|https://www.toso.cl/materiales-de-construccion/tirador-madrid-niquel-96-x-10-mm.html
837|Tirador_Venecia_Cromado_128mm|https://www.imperial.cl/tiradores-met%C3%A1licos/tirador-metalico-cromado-128mm-venecia/product/24916
838|Tirador_Venecia_Cromado_96mm|https://www.mimbral.cl/tirador-metal-96mm-venecia-cromado-c-torn-dvp.html
839|Tirador_Venecia_Negro__128mm_Grande|https://dvp.cl/producto/accesorios-para-mueble/tiradores-y-perillas-metalicos/tiradores-metalicos/tirador-venecia-128mm-acero-negro-5un/
840|Tirador_Venecia_Negro_96mm|https://www.paris.cl/tirador-venecia-96-mm-neg-textur-caja-10un-con-tornillo-MK6SRBXQYX.html
841|Tirador_piramide|https://metalvid.cl/producto/tirador-piramide-shower-blanco/
842|Tirafondo_1_4x1_1_2_Unidad|https://www.ferresur.cl/tornillo-tirafondo-cab-hex-14-x-112-unidad
843|Tirafondo_1_4x2_1_2_Unidad|https://puntomaestro.cl/tirafondo-1-4-x-2-1-2.html
844|Tirafondo_1_4x2_Unidad|https://sodimac.falabella.com/sodimac-cl/product/110308103/Tirafondo-hexagonal-1-4X2-Pavonado-2-unidades/110308108
845|Tirafondo_1_4x3_1_2_Unidad|https://sodimac.falabella.com/sodimac-cl/product/110308578/Tirafondo-hexagonal-1-4X3-1-2-ZBR-10-unidades/110308583
846|Tirafondo_1_4x3_Unidad|https://sodimac.falabella.com/sodimac-cl/product/110308578/Tirafondo-hexagonal-1-4X3-1-2-ZBR-10-unidades/110308583
847|Tirafondo_1_4x5_Unidad|https://www.easy.cl/tirafondo-cabeza-hexagonal-1-4x5-pavonado-4-unidades-arnik-1253496/p
848|Tirafondo_1_4x6_Unidad|https://www.desil.cl/MLC-961848097-tirafondo-zinc-14-x-6-pulg-100-u-_JM
849|Tirafondo_5_16x1_1_2_Unidad|https://sodimac.falabella.com/sodimac-cl/product/110303532/Tirafondo-hexagonal-zincado-brillante-5-16-x-1-1-2-2-unidades/110303561
850|Tirafondo_5_16x2_1_2_Unidad|https://sodimac.falabella.com/sodimac-cl/product/110281037/Tirafondo-hexagonal-5-16X2-1-2-Pavonado-2-unidades/110281039
851|Tirafondo_5_16x2_Unidad|https://sodimac.falabella.com/sodimac-cl/product/110281037/Tirafondo-hexagonal-5-16X2-1-2-Pavonado-2-unidades/110281039
852|Tirafondo_5_16x3_1_2_Unidad|https://cornershopapp.com/es-cl/products/1b5qf-imporper-tornillo-tirafondo-516x3-12-zincado-15-unidades
853|Tirafondo_5_16x3_Unidad|https://sodimac.falabella.com/sodimac-cl/product/110294402/Tirafondo-hexagonal-pavonado-5-16-x-3-2-unidades/110294427
854|Tirafondo_5_16x4_Unidad|https://sodimac.falabella.com/sodimac-cl/product/110288480/Tirafondo-hexagonal-pavonado-5-16-x-4-1-unidad/110288486
855|Tirafondo_5_16x5_Unidad|https://www.easy.cl/tornillo-tirafondo-5-16-x-5-pavonado-2-unidades-imporper-237428/p
856|Tirafondo_5_16x6_Unidad|https://www.ferrepernos.com/MLC-1152469401-tirafondos-brillante-516x6-plg100-unds-ferrepernos-_JM
857|Tope_de_perta_premium|https://articulo.mercadolibre.cl/MLC-954421273-tope-de-puerta-topes-de-puerta-magneticos-niquel-a-_JM
858|Trampa_Laucha_Set_2_Unidades|https://articulo.mercadolibre.cl/MLC-582832372-pack-02-trampas-para-ratones-lauchas-roedores-envio-_JM
859|Fraguador_Con_Mango_Plastico_Blanco_H20_Akilda|https://chileanstore.cl/single?id=31238&k=fraguador-con-mango-plastico-akilda
860|Juego_De_Piedras|https://saposyprincesas.elmundo.es/ocio-en-casa/manualidades-para-ninos/juegos-de-mesa-para-ninos-hechos-con-piedras/
861|Broca_Plana_Madera_3_8_Akilda|https://www.uyustools.cl/producto/broca-madera-plana-3-8-300un-bcp308/
862|Broca_Plana_Madera_5_8_Akilda|https://www.ferresur.cl/broca-madera-plana-58
863|Broca_Plana_Madera_3_4_Akilda|https://www.ferresur.cl/broca-madera-plana-34
864|Embudo_En_Juego_4pcs_Akilda|https://ferregospa.cl/etiqueta-producto/akilda/
865|Broca_Pino_4mm-39mm_Akilda|https://www.bascotel.com/broca-escalonada-tipo-pino-hasta-32mm?similar_product=true
866|Triple_Ladron_Blanco|https://articulo.mercadolibre.cl/MLC-454124444-pack-12-adaptador-enchufe-triple-blanco-ladron-de-corriente-_JM
867|Triple_Ladron_Negro|https://articulo.mercadolibre.cl/MLC-1054211588-enchufe-triple-ladron-de-corriente-de-3-patas-negro-_JM
868|Triple_de_losa|https://regalogar.cl/producto/enchufe-triple-de-loza/
869|Tubo_Valco_25mm_1_mts|https://www.thc.cl/productos/valco-sistema-de-tuberias-pp-autorroscante.php
870|Tubo_valco_20mm_1_mtrs|https://www.thc.cl/productos/valco-sistema-de-tuberias-pp-autorroscante.php
871|Tubo_+_Canoa_Led_Grande_18w|https://www.construmart.cl/canoa-led-18-w-con-tubo-120-cm/p
872|Tubo_+_Canoa_Led_Pequeño_10w|https://www.casaedison.cl/producto/kit-canoa-tubo-led-60cms-10w-luz-dia-vkb/377
873|Tubo_Galvanizado_4|https://www.construmart.cl/tubo-gralvanizado-4-5-x-1m/p
874|Tubo_Galvanizado_4.5|https://sodimac.falabella.com/sodimac-cl/product/110237233/Tubo-acero-galvanizado-4.5-100x11,43x11,43-cm/110237238
875|Tubo_Galvanizado_5|https://www.construmart.cl/tubo-gralvanizado-5-x-1m/p
876|Tubo_Closet_Cafe_1.5mts|https://www.masisa.com/producto/barra-closet-bano-cafe-1mt-10014293
877|Tubo_Closet_Cafe_3m|https://dvp.cl/producto/hogar-cyberday/barras-y-soportes-cyberday/barra-closet-ovalada-3-m-cafe-2/
878|Tubo_Cortina_#12_X_1.5Mtrs|x
879|Barniz_Stain|https://pinturasamanecer.cl/index.php/producto/barniz-stain/
880|Tubo_Cortina_#12_X_3mtros|x
881|Tubo_Cortina_#16_X_1.5Mtrs|x
882|Tubo_Cortina_#16_X_3Mtrs|x
883|Tubo_Cortina_#19_X_1.5mts|x
884|Tubo_Cortina_Ajustable_(135-250)_Aguakit|https://articulo.mercadolibre.cl/MLC-578010622-barra-extensible-135-250-cm-acero-inox-para-cortina-bano-_JM
885|Tubo_Cortina_ajustable_esquina|https://listado.mercadolibre.cl/barra-cortina-ducha-esquina
886|Tubo_De_Bajada_Blanca|https://www.hidrocentro.cl/prat/producto/tubo-bajada-blanco-80-x-3mt-generico-b/
887|Barniz_Vitrificante_1L_Amanecer|https://pinturasamanecer.cl/index.php/producto/barniz-vitrificante-uretanizado/
888|Tubo_De_Cortina_Ovalado_3mts|https://www.comerciallyb.cl/index.php/es/complementarios-para-muebles/tubo-ovalado-3mts-cromado-detail
889|Tubo_Enlogable_Gris|https://hoffens.com/sifones-y-desagues/226-tubo-flexible-elongable-1-1-2-1-1-4.html
890|Tubo_Fluorecente_18|https://www.guzman.cl/tubos-fluorescentes/10835-tubo-fluorescente-t8-18w-luz-dia-tld-54-philips.html
891|Tubo_Fluorecente_36|https://www.construmart.cl/tubo-fluorescente-36-w/p
892|Tubo_Hidraulico_32_1Mtr|https://sodimac.falabella.com/sodimac-cl/product/110322690/Tubo-PVC-P-32mm-x-1m-PN-10-Cementar/110322695
893|Tubo_Hidraulico_40mm_1_Mts|https://puntomaestro.cl/tuberia-hidraulica-azul-c10-40-x-1mt.html
894|Barra_De_Soldadura_A_La_Plata|https://www.indura.cl/Web/CL/Catalogo/55
895|Tubo_Hidraulico_50_1mtr|https://sodimac.falabella.com/sodimac-cl/product/110316429/Tubo-PVC-P-50mm-x-1m-PN-10-Cementar/110316432
896|Tubo_Led_10w|https://diartek.cl/Canoa-con-Tubo-Led-10W-T8-Vidrio-600lm-Blanco-Frio-6500K
897|Tubo_Led_18w|https://www.miferreteria.cl/producto/tubo-led-t8-18w/
898|Tubo_PPR_20_1mtrs|https://www.homevan.cl/products/tuberia-ppr-20-mm-6-mts
899|Tubo_PPR_25_1mtr|https://www.alfan.cl/tuberia-ppr-25mm-x-1m.html
900|Tubo_closet_Blanco_3m|https://dvp.cl/producto/hogar/barras-de-closet/barras-metalicas/barra-closet-ovalada-3-m-blanco-2/
901|Tuerca_Hex._3_8_(unidad)|https://eltitempresas.cl/producto/tuerca-hexagonal-3-8-2-unidades/
902|Tuerca_Hex._5_16_(unidad)|https://sodimac.falabella.com/sodimac-cl/product/110329274/Tuerca-Hexagonal-NC-G2-5-16-ZBR-100-unidades/110329289
903|Tuerca_Gas_7_8_X_1_2_Bronce|https://frioline.cl/producto/tuerca-7-8/
904|Tuerca_Gas_7_8_X_3_8_Bronce|https://frioline.cl/producto/tuerca-7-8/
905|Tuerca_Hex._1_2_(unidad)|https://eltitempresas.cl/producto/tuerca-hexagonal-1-2-2-unidades/
906|Tuerca_Hexagonal_Hilo_Fino_X_Unidad|http://pernos19.cl/product/tuerca-hexagonal-alta-hilo-fino-grado-2/
907|Barra_Toma_Tierra_1Mts|https://bekam.cl/productos/energia/toma-a-tierra/barra-toma-tierra-1-2-1mt
908|Tuerca_Para_Llave_De_Ajuste|https://www.bahco.com/cl_es/tuerca-de-repuesto-para-llaves-stillson-pb_8060t.html
909|Conector_Llave_Jardin_Bronce_1_2|https://www.maderasdonjuan.cl/product/conector-hembra-llave-jardin-3-4-a-1-2-bronce/
910|Union_Americana_Bronce_3_4_So|https://sodimac.falabella.com/sodimac-cl/product/110262412/Union-Americana-Bronce-SO-SO-3-4-1u/110262435
911|Union_Americana_Bronce_1_2_So|https://dimacosac.cl/producto/union-americana-bronce-so-so/
912|Union_Americana_Valco_25mm_HE|https://tienda.faurora.cl/products/UNION-AMERICANA-VALCO-25-MM-X-25-MM-HIHE
913|Union_Americana_PPR_20mm_HE|https://ferreterialegacy.cl/tuberia-ppr-pvc/union-americana-he-20x1-2-ppr/
914|Union_Americana_Valco_20mm_HE|https://www.inergasonline.cl/union-americana-valco-20-mm-x-20-mm
915|Union_Americana_Bronce_3_4_HE|https://sodimac.falabella.com/sodimac-cl/product/110241130/Union-Americana-Bronce-SO-HE-3-4-1u/110241132
916|Union_Americana_Bronce_1_2_HE|https://dimacosac.cl/producto/union-americana-bronce-so-he/
917|Barreagua_base_acero_goma_40_cm|https://homereal.cl/barre-agua-goma-40cm.html
918|Union_Americana_PPR_20mm_HI|https://ventasdv.cl/product/union-americana-metal-hi-20x1-2-ppr/
919|Union_Americana_Valco_20mm|https://www.inergasonline.cl/union-americana-valco-20-mm-x-20-mm
920|Union_Americana_Hidraulico_50mm|https://www.construplaza.cl/ferreteria/gasfiteria/uniones/c-union-americana-pres-cem-50-mm.html
921|Union_Americana_PPR_25mm_HI|https://www.diplas.cl/products/union_americana_ppr_hi
922|Union_Americana_PPR_20mm_So|https://www.construmart.cl/union-americana-ppr-so-so-20-x-20-mm/p
923|Union_De_Manguera_Gas_De_Bronce|https://www.hidrocentro.cl/paicavi/producto/union-manguera-3-8-bronce-laminado-valvutec/
924|Union_De_Planza_1_2|https://www.hidrocentro.cl/prat/producto/copla-union-doble-planza-1-2-hoffens/
925|Union_De_Planza_3_4|https://www.artemart.cl/union-planza-34
926|Union_De_Valco_A_Cobre_De_20|https://www.inergasonline.cl/union-americana-valco-20-mm-x-20-mm
927|Union_Planza_3_4x1_2|https://www.hidrocentro.cl/prat/producto/tee-planza-reduccion-3-4-x-1-2-hoffens/
928|Uñeta_Biablo_12x18|https://www.ebay.es/itm/154660348909
929|Abrazadera_Omega_De_Metal_1_2|https://www.ferrelectrica.cl/product/abrazadera-omega-20mm-zincada
930|Valvula_Compacta_Hidraulica_20mm|https://www.hidroquillon.cl/fitting-hidraulico/582-valvula-bola-pvc-20mm-cem-compacta.html
931|Valvula_Compacta_Hidraulica_32mm|https://www.hidrocentro.cl/sanpedro/producto/valvula-compacta-32mm-pvc-cemen/
932|Valvula_Estanque_1_2_Negra|https://articulo.mercadolibre.cl/MLC-544107649-valvula-quick-stop-1-pulgada-flotador-para-estanques-_JM
933|Valvula_Estanque_3_8_Blanca|https://www.easy.cl/valvula-de-admision-para-estanque-3-8-fluidmaster-471511/p
934|Vee_Sanitario_110x40mm|https://www.artemart.cl/ve-pvc-san-110x40mm-vinilit
935|Vee_Sanitario_40mm|https://sodimac.falabella.com/sodimac-cl/product/110244384/Vee-PVC-S-Cementar-40mm-x-40mm-Gris-1u/110244386
936|Vee_Sanitario_50mm|https://www.ferresur.cl/vee-pvc-sanitario-gris-50-x-50-mm?similar_product=true
937|Vee_Sanitario_75x40mm|https://www.easy.cl/vee-pvc-sanitario-75-x-40-mm-gris-hoffens-237108/p
938|Vee_Sanitario_75x50mm|https://www.construmart.cl/vee-pvc-sanitario-gris-75-x-50mm/p
939|Vee_Sanitario_110x75mm|https://www.toso.cl/gasfiteria/ca-eria-y-fittings/fitting-pvc-sanitarios/vee-sanitaria-110-75mm.html
940|Vee_Sanitario_75mm|https://www.construplaza.cl/p-v-c-vee-sanitaria-de-75-x-75-mm.html
941|Llana_lisa_HM|https://www.hm.supply/products/llana-de-acabado-lisa-280-x-130mm
942|Lienza_Blanca_200_Mtrs_Ferretools|https://cornershopapp.com/es-cl/products/2nmbs-ferretools-lienza-blanca-200-mts
943|Lienza_Negra|http://www.socodima.cl/s/index.php?moduloFrontend=fn_prod_productos&flujo=producto&id=3562
944|Vidrio_Para_Soldar_#12|x
945|Vidrio_Para_Soldar_#13|x
946|Waipe_250_Gr|https://sodimac.falabella.com/sodimac-cl/product/110220724/Huaipe-simunizado-algodon-250-gr/110220731
947|Silicona_Autos_ToroNegro|https://articulo.mercadolibre.cl/MLC-538656986-silicona-limpiador-auto-480cc-toro-negro-_JM
948|Juego_De_Sierra_De_Copa_11pcs_Toronegro|https://articulo.mercadolibre.cl/MLC-937806906-juego-de-sierra-copas-toro-negro-11-pcs-tno209-_JM
949|Disco_Corte_Madera_4_1_2_(40T)_Toronegro|https://articulo.mercadolibre.cl/MLC-529521588-disco-corte-madera-412-24d-115mm-toro-negroferrepernos-_JM
950|Disco_Corte_Madera_7_1_4_(60T)_Toronegro|https://articulo.mercadolibre.cl/MLC-608599259-disco-sierra-circular-7-14-pulgadas-60-dientes-_JM
951|Serrucho_#20_ToroNegro|x
952|Serrucho_Con_Base|https://articulo.mercadolibre.cl/MLC-561784852-inglete-serrucho-base-12pulg-300mm-ingleteadora-_JM
953|Disco_Corte_Metal_14_x_4mm_Toronegro|https://articulo.mercadolibre.cl/MLC-1053063725-disco-de-corte-14-x-32mm-metalinox-neo-_JM
954|Disco_Lija_Madera_Toronegro_#80|x
955|Disco_Lija_Madera_ToroNegro_#100|x
956|Cincel_Acero_Plano_Toro_Negro|https://articulo.mercadolibre.cl/MLC-964704434-cincel-paleta-10-pulg-con-mango-toro-negro-_JM
957|Tizador_Toronegro_Rojo_15mtrs|https://tienda.hastor.cl/main/producto_filtrado/TN0308
958|Serrucho_#16_Toronegro|x
959|Marco_Sierra_Escolar_6_Toronegro|https://faststore.cl/single?id=28423&k=
960|Mini_Marco_De_Sierra_Toronegro|https://www.hmat.cl/producto/marco-sierra-pequeno-jaque/
961|Plana_#7_Toronegro|x
962|Corchetera_4-14mm_Toronegro|https://articulo.mercadolibre.cl/MLC-614686434-grapadora-manual-metal-4-14mm-corchetera-_JM
963|Rodillo_Esponja_4.5cm_Ferre|https://ferremania.cl/shop/product/90110-lampara-torch-250-linterna-y-energia-usb-goal-zero-90110-4845
964|Spray_Blanco_Mate_Ferretools|https://www.ferroconstru.cl/1163/producto/2120049-spray-ferretools-spray-pintura
965|Spray_Grafito_Ferretools|https://www.ferroconstru.cl/1163/producto/spray-rex-pintura-spray-400ml
966|Spray_Amarillo_Ferretools|https://chinaenlinea.cl/producto/pintura-spray-ferretools-amarillo-neon/
967|Spray_Dorado_Ferretools|https://www.palmextop.com/spray-de-color-dorado-ferretools
968|Spray_Plateado_Ferretools|https://chinaenlinea.cl/producto/pintura-spray-ferretools-negro-brillante/
969|Spray_Cromado_350ml_Ferretools|https://chinaenlinea.cl/producto/pintura-spray-ferretools-cromado/
970|Rueda_Porton_S_Base_4_X_Unidad|https://www.ferroconstru.cl/1163/producto/ruedas-rueda-porton-para-piso-4-pulgadas
971|Rueda_Porton_C_Base_2_1_4_Ferretools_X_Unidad|https://www.ferresur.cl/rueda-porton-68-mm-unidad
972|Rueda_Porton_C_Base_3_X_Unidad|https://www.lioi.cl/producto/rueda-para-porton-85mm-c-perno/
973|Tarugo_Nylon_8mm_50und_Ferretools|https://listado.mercadolibre.cl/tarugo-8mm
974|Tarugo_Nylon_10mm_Ferretools|https://aguila.cl/tarugo-nylon-10mm-bolsa-100un.html
975|Tarugo_Madera_#6_50pcs|x
976|Tarugo_Madera_#8_50pcs|x
977|Grampa_Coaxial_6mm|https://puntomaestro.cl/grampa-coaxialnegro-6mm.html
978|Grampa_Coaxial_8mm|https://www.ferrepernos.com/MLC-937016349-grampa-coaxial-8mm-negro-50u-marca-kalop-ferrepernos-_JM
979|Pistola_De_Riego_Ferretools|https://ferretotal.cl/producto/pistola-para-riego-ferretools/
980|Pistola_De_Riego_Pico_C_Conectores_Ferretools|https://ferretotal.cl/producto/kit-pistola-de-riego-pico-con-conectores-de-1-2-ferretools/
981|Prensa_Esquina_4_Ferretools|https://articulo.mercadolibre.cl/MLC-955528414-pack-2-prensa-tipo-c-4-pulgadas-ferretools-_JM
982|Llana_Dentada_30x15_Ferretools|https://www.masferret.cl/product/llana-dentada-30x15
983|Llana_Lisa_30x15_Ferretools|https://www.ferreteriateja.cl/producto/llana-lisa-300-x-150-mm-ferretools/
984|Gancho_Para_Ropa_2497_Ferretools|https://articulo.mercadolibre.cl/MLC-993295568-gancho-percha-perchero-para-pantalones-corbatas-toallas-_JM
